000000000000000007867cf2ff0dbec6f77b31c92820f30d3aed5ddf3545c46b,blk00247.dat,108637499,749083,331,1427374712
00000000000000000b8cf6a50b04e7dcd5046257fb712935b6998e14c15479f6,blk00247.dat,107565544,899146,329,1427373634
00000000000000000b5f4a42f01fbf312a828871ac6adbc97fd0d3d2583b53c0,blk00247.dat,106957778,532703,327,1427371733
00000000000000000f6a75e15aaa374361b28aae8e97fdb63de26f0a4cd6de57,blk00247.dat,106784376,173407,326,1427371115
0000000000000000094f1d27a4a5b61cc46160995763eb5dd92a67826629917a,blk00247.dat,106497581,286952,325,1427370382
000000000000000007184b0d6457c6f7661b21285c264856ec1597edc4e2958e,blk00247.dat,105781972,499085,323,1427370260
000000000000000014b354f0357fd5dad2e813c7e49738e862e957d329552f49,blk00247.dat,105439305,287067,321,1427369095
0000000000000000144b9fe0a0c86e7ad32e71e70e58822870ae8de1647801ac,blk00247.dat,104940136,499188,320,1427368876
00000000000000000fa5c2f7a953648dee1d2b2d1a41ed952e81dc920adfc322,blk00247.dat,104291170,414272,318,1427367213
0000000000000000132ba044a63a528680c32608e093e1e96974411d46511595,blk00247.dat,102707154,635360,315,1427366417
00000000000000001525b4b545769334fc4486813fe7f42365a9f778b3da2591,blk00247.dat,102343312,363848,314,1427365013
000000000000000010897ef74d90fef625dc122e3e67c7ce88e4f7092ea26a0c,blk00247.dat,101991214,352103,313,1427364369
0000000000000000015408f3755b49516d723206b50a88ca84f8902cffb18d1c,blk00247.dat,101862448,128780,312,1427363925
000000000000000013e4ff6be11eb5e1f27ba9e6df002104099dc20cb834db86,blk00247.dat,101844052,18396,311,1427363540
00000000000000000bd82a2486ec74e47ebc71cd7e439b0a889b377e54d8e6af,blk00247.dat,101662467,181591,310,1427363440
00000000000000000db3ffdb2e63c2cb50feee9b0b875987c05898b682f83a7b,blk00247.dat,128683496,45172,380,1427363163
00000000000000000297205825f6b1cd6133f3b2f15ea975442723a315593247,blk00247.dat,127984743,698772,379,1427363119
000000000000000010d9489556f4e6dbe6d7608676984a11de1797a3f11e2dac,blk00247.dat,127452793,531967,378,1427362120
0000000000000000054d99531c356247422cfceb4544e0fbda048e47675cd3ce,blk00247.dat,127247528,205270,377,1427361033
000000000000000007d7d5dbcd6841c796d196047bea60e44c991fee20c320f8,blk00247.dat,127059077,188452,376,1427360595
000000000000000008a79ef1dc1a69cd7402b8405e86ed6007d237550de40897,blk00247.dat,126310113,748993,375,1427360486
0000000000000000020e49a99905becc51a4e3fa656f9bfa534bdd04112ed7df,blk00247.dat,125561081,749073,374,1427358736
000000000000000011b398140ded43b01a0ac37a465109c599ff354af7d51af5,blk00247.dat,124729794,82165,372,1427356393
00000000000000001272c0d0066ee6b05d9a124f7bde77d0086d362d583d2dfc,blk00247.dat,124629853,99941,371,1427356181
00000000000000000f790a4f1fc4540a34ee5ae8ff55e5287c844de1cc3226ff,blk00247.dat,124327398,302462,370,1427356015
00000000000000001006f6233da9ad8ec116cddf9421b66d7239252790b7bd23,blk00247.dat,95439602,78657,290,1427355165
00000000000000001489c073e5f157245a087919f0c68e5fa6950553be8c8e8f,blk00247.dat,124118706,208701,369,1427355213
0000000000000000012ac096939bdcba133383b09339909e85ed52064f449ef6,blk00247.dat,95168084,271526,289,1427354599
000000000000000013db76f645bc93dc0e1590875b797cbb32fc2a125421cbfa,blk00247.dat,123581727,537007,368,1427353787
000000000000000014bb728626c7bf0b2fe5e1bfb8cf57900cab111f6c7cc5f1,blk00247.dat,95162009,6075,288,1427352601
0000000000000000107adf51e7822c4cf819158f35037dbd3e7ce1f569418185,blk00247.dat,95036097,125912,287,1427352608
0000000000000000019409ccf9d84d6800d0390ff12a69405a51365631c38605,blk00247.dat,95035889,208,286,1427352583
0000000000000000012639425412d76964bd4ca0a1958c9016829775f7a6ca57,blk00247.dat,95003007,32883,285,1427352774
000000000000000008341dd898d0e86c0d67963cfa318ed87974416e2e5591db,blk00247.dat,94811471,191550,284,1427352355
000000000000000007c4497963f3e489e94978c6642c9da3ea312d7ab8a36a48,blk00247.dat,123301649,280094,367,1427351887
0000000000000000116897960d3e7365a3116f8a791e29a72b9691ebdd034784,blk00247.dat,123284939,16711,366,1427351161
00000000000000000a8788f5f0bf002e618feaa6794aa2ca3e19ba2ddb619a98,blk00247.dat,94685289,126185,283,1427351071
0000000000000000143953720664f222a1d72b03480040564a0dce5a7bccd673,blk00247.dat,94570559,114731,282,1427350879
000000000000000016b651653237ecdfb6b28f043c1f9ac3570b7aaadf29625d,blk00247.dat,94288287,282280,281,1427350825
00000000000000000429121c4f46a0f4020c87427ffad6e0bd048268a41619c9,blk00247.dat,93634217,654089,280,1427350230
00000000000000001049877ec9692a17d6496257b1f02735bdc4c985949c1b7e,blk00247.dat,93618724,15493,279,1427348185
