0000000000000000097bdc8aa8a3548002953aafb1170742d62b2eeac28c582f,blk00216.dat,131318897,293967,716,1421024626
0000000000000000172234fe35d5aec640169af445bb6d5bb205e2bae2ddded0,blk00216.dat,130938030,380872,715,1421024244
00000000000000001317afe3d923f21bd6f308eb85acd1b2e16ffde78901fea3,blk00216.dat,130188847,749193,714,1421024054
000000000000000005c69c01bed3cd002073b39222b3f066a91237ae9013d921,blk00216.dat,129866172,322679,713,1421022192
00000000000000000534869e3c5331995bac8f3ff17949c7d96bd0d9cf387e78,blk00216.dat,129117038,749165,712,1421021653
00000000000000000afc00b59eaf4a74b5d0a21c4714a25bcd15cb6d6118aa75,blk00216.dat,129004788,112253,711,1421019523
000000000000000016d5ae677542be4bd6bffb9edb2d4d006792b66d4dfb5cca,blk00216.dat,128933005,71786,710,1421019319
000000000000000004216a76628549c6433eadfa2152d023c7152fd47745cea3,blk00216.dat,128752785,180226,709,1421019195
00000000000000000b4045df07aa7b954bcca7e8c302a7f7e6a41eaf50274abe,blk00216.dat,128726631,26154,708,1421018860
00000000000000001569d1a5276814e49d134e34504ea471ab2bbc860b0928d2,blk00216.dat,128056104,670538,707,1421018840
000000000000000007753a49093f203e6c63024e1ed67ff48e33d663ee6f0656,blk00216.dat,127950317,105787,706,1421017796
000000000000000005e728d3c20994f89e4d700b1caaf103d2b27ca98cf42623,blk00216.dat,127720290,230031,705,1421017591
00000000000000001aa8bb9ac9e8e213523240f7f0055272bb916a1020b9e5e9,blk00216.dat,127372738,347557,704,1421017313
0000000000000000189a9f8ecab9f6bdbfd1f235c48abe05f449b29cb293cc30,blk00216.dat,126898797,473943,703,1421016785
00000000000000000179ffabda0aef0ea5d06c6662f126d14385f2acf03581f8,blk00216.dat,126861299,37498,702,1421016233
0000000000000000007f0b9ba4104161c29b8b06ea392fb2670a5eb01df4fc9c,,0,0,0,0
0000000000000000180539020fb24f2682446c4964e00314493829e3489778eb,,0,0,0,0
0000000000000000125ca632bfec73dcbf437c06b75d640537b2c55b7950b7e5,,0,0,0,0
00000000000000000d41f9ac3e2a4a621769f4f077c490bf2b2a967ebfd04e42,,0,0,0,0
000000000000000003333165f2bbbda1602139baa8bc11fcafab6790b999da46,,0,0,0,0
00000000000000000cd25e479a2ed61c818e3c87422b699480d9f514fff162a6,,0,0,0,0
00000000000000000de94957a6364dfec682e82542a8e4ff18f4651a3b462c61,,0,0,0,0
00000000000000000e37b1a9c468ed9020d83087eb00bfb9680d2e0c9cab64b5,,0,0,0,0
000000000000000001a40b59666d48390c02a1aba1c9eee828b39b8c869c375d,,0,0,0,0
00000000000000000fecfa622338b1f43ed7baf13d3dab1c9243a6eb21b20061,,0,0,0,0
00000000000000000ffea8efc1221d2794d69c3dbee861801ec2a563355b8b89,,0,0,0,0
00000000000000001414277eacd1f566c010972ca15d8ae7a55f55d45e1c6731,,0,0,0,0
